Raioane,Grupe de varsta,Ani,Medii,Sexe,value
..Drochia,70-74,2024,Rural,Masculin,1070
..Drochia,70-74,2024,Rural,Feminin,1685
..Drochia,70-74,2025,Total,Total,3635
..Drochia,70-74,2025,Total,Masculin,1405
..Drochia,70-74,2025,Total,Feminin,2230
..Drochia,70-74,2025,Urban,Total,919
..Drochia,70-74,2025,Urban,Masculin,334
..Drochia,70-74,2025,Urban,Feminin,585
..Drochia,70-74,2025,Rural,Total,2716
..Drochia,70-74,2025,Rural,Masculin,1071
..Drochia,70-74,2025,Rural,Feminin,1645
..Drochia,70-74,2026,Total,Total,3596
..Drochia,70-74,2026,Total,Masculin,1407
..Drochia,70-74,2026,Total,Feminin,2189
..Drochia,70-74,2026,Urban,Total,890
..Drochia,70-74,2026,Urban,Masculin,328
..Drochia,70-74,2026,Urban,Feminin,562
..Drochia,70-74,2026,Rural,Total,2706
..Drochia,70-74,2026,Rural,Masculin,1079
..Drochia,70-74,2026,Rural,Feminin,1627
..Drochia,75 peste,2014,Total,Total,5368
..Drochia,75 peste,2014,Total,Masculin,1791
..Drochia,75 peste,2014,Total,Feminin,3577
..Drochia,75 peste,2014,Urban,Total,662
..Drochia,75 peste,2014,Urban,Masculin,238
..Drochia,75 peste,2014,Urban,Feminin,424
..Drochia,75 peste,2014,Rural,Total,4706
..Drochia,75 peste,2014,Rural,Masculin,1553
..Drochia,75 peste,2014,Rural,Feminin,3153
..Drochia,75 peste,2015,Total,Total,5248
..Drochia,75 peste,2015,Total,Masculin,1726
..Drochia,75 peste,2015,Total,Feminin,3522
..Drochia,75 peste,2015,Urban,Total,661
..Drochia,75 peste,2015,Urban,Masculin,235
..Drochia,75 peste,2015,Urban,Feminin,426
..Drochia,75 peste,2015,Rural,Total,4587
..Drochia,75 peste,2015,Rural,Masculin,1491
..Drochia,75 peste,2015,Rural,Feminin,3096
..Drochia,75 peste,2016,Total,Total,5094
..Drochia,75 peste,2016,Total,Masculin,1674
..Drochia,75 peste,2016,Total,Feminin,3420
..Drochia,75 peste,2016,Urban,Total,661
..Drochia,75 peste,2016,Urban,Masculin,246
..Drochia,75 peste,2016,Urban,Feminin,415
..Drochia,75 peste,2016,Rural,Total,4433
..Drochia,75 peste,2016,Rural,Masculin,1428
..Drochia,75 peste,2016,Rural,Feminin,3005
..Drochia,75 peste,2017,Total,Total,5183
..Drochia,75 peste,2017,Total,Masculin,1729
..Drochia,75 peste,2017,Total,Feminin,3454
..Drochia,75 peste,2017,Urban,Total,687
..Drochia,75 peste,2017,Urban,Masculin,258
..Drochia,75 peste,2017,Urban,Feminin,429
..Drochia,75 peste,2017,Rural,Total,4496
..Drochia,75 peste,2017,Rural,Masculin,1471
..Drochia,75 peste,2017,Rural,Feminin,3025
..Drochia,75 peste,2018,Total,Total,5183
..Drochia,75 peste,2018,Total,Masculin,1688
..Drochia,75 peste,2018,Total,Feminin,3495
..Drochia,75 peste,2018,Urban,Total,671
..Drochia,75 peste,2018,Urban,Masculin,230
..Drochia,75 peste,2018,Urban,Feminin,441
..Drochia,75 peste,2018,Rural,Total,4512
..Drochia,75 peste,2018,Rural,Masculin,1458
..Drochia,75 peste,2018,Rural,Feminin,3054
..Drochia,75 peste,2019,Total,Total,5119
..Drochia,75 peste,2019,Total,Masculin,1646
..Drochia,75 peste,2019,Total,Feminin,3473
..Drochia,75 peste,2019,Urban,Total,659
..Drochia,75 peste,2019,Urban,Masculin,238
..Drochia,75 peste,2019,Urban,Feminin,421
..Drochia,75 peste,2019,Rural,Total,4460
..Drochia,75 peste,2019,Rural,Masculin,1408
..Drochia,75 peste,2019,Rural,Feminin,3052
..Drochia,75 peste,2020,Total,Total,4838
..Drochia,75 peste,2020,Total,Masculin,1520
..Drochia,75 peste,2020,Total,Feminin,3318
..Drochia,75 peste,2020,Urban,Total,626
..Drochia,75 peste,2020,Urban,Masculin,220
..Drochia,75 peste,2020,Urban,Feminin,406
..Drochia,75 peste,2020,Rural,Total,4212
..Drochia,75 peste,2020,Rural,Masculin,1300
..Drochia,75 peste,2020,Rural,Feminin,2912
..Drochia,75 peste,2021,Total,Total,4466
..Drochia,75 peste,2021,Total,Masculin,1365
..Drochia,75 peste,2021,Total,Feminin,3101
..Drochia,75 peste,2021,Urban,Total,590
..Drochia,75 peste,2021,Urban,Masculin,199
..Drochia,75 peste,2021,Urban,Feminin,391
..Drochia,75 peste,2021,Rural,Total,3876
..Drochia,75 peste,2021,Rural,Masculin,1166
..Drochia,75 peste,2021,Rural,Feminin,2710
..Drochia,75 peste,2022,Total,Total,4123
..Drochia,75 peste,2022,Total,Masculin,1227
..Drochia,75 peste,2022,Total,Feminin,2896
..Drochia,75 peste,2022,Urban,Total,569
..Drochia,75 peste,2022,Urban,Masculin,183
..Drochia,75 peste,2022,Urban,Feminin,386
..Drochia,75 peste,2022,Rural,Total,3554
..Drochia,75 peste,2022,Rural,Masculin,1044
..Drochia,75 peste,2022,Rural,Feminin,2510
..Drochia,75 peste,2023,Total,Total,3972
..Drochia,75 peste,2023,Total,Masculin,1211
..Drochia,75 peste,2023,Total,Feminin,2761
..Drochia,75 peste,2023,Urban,Total,564
..Drochia,75 peste,2023,Urban,Masculin,190
..Drochia,75 peste,2023,Urban,Feminin,374
..Drochia,75 peste,2023,Rural,Total,3408
..Drochia,75 peste,2023,Rural,Masculin,1021
..Drochia,75 peste,2023,Rural,Feminin,2387
..Drochia,75 peste,2024,Total,Total,4100
..Drochia,75 peste,2024,Total,Masculin,1238
..Drochia,75 peste,2024,Total,Feminin,2862
..Drochia,75 peste,2024,Urban,Total,736
..Drochia,75 peste,2024,Urban,Masculin,250
..Drochia,75 peste,2024,Urban,Feminin,486
..Drochia,75 peste,2024,Rural,Total,3364
..Drochia,75 peste,2024,Rural,Masculin,988
..Drochia,75 peste,2024,Rural,Feminin,2376
..Drochia,75 peste,2025,Total,Total,4247
..Drochia,75 peste,2025,Total,Masculin,1310
..Drochia,75 peste,2025,Total,Feminin,2937
..Drochia,75 peste,2025,Urban,Total,815
..Drochia,75 peste,2025,Urban,Masculin,286
..Drochia,75 peste,2025,Urban,Feminin,529
..Drochia,75 peste,2025,Rural,Total,3432
..Drochia,75 peste,2025,Rural,Masculin,1024
..Drochia,75 peste,2025,Rural,Feminin,2408
..Drochia,75 peste,2026,Total,Total,4261
..Drochia,75 peste,2026,Total,Masculin,1292
..Drochia,75 peste,2026,Total,Feminin,2969
..Drochia,75 peste,2026,Urban,Total,863
..Drochia,75 peste,2026,Urban,Masculin,301
..Drochia,75 peste,2026,Urban,Feminin,562
..Drochia,75 peste,2026,Rural,Total,3398
..Drochia,75 peste,2026,Rural,Masculin,991
..Drochia,75 peste,2026,Rural,Feminin,2407
..Edinet,Grupe de varsta - total,2014,Total,Total,69400
..Edinet,Grupe de varsta - total,2014,Total,Masculin,32430
..Edinet,Grupe de varsta - total,2014,Total,Feminin,36970
..Edinet,Grupe de varsta - total,2014,Urban,Total,19068
..Edinet,Grupe de varsta - total,2014,Urban,Masculin,8786
..Edinet,Grupe de varsta - total,2014,Urban,Feminin,10282
..Edinet,Grupe de varsta - total,2014,Rural,Total,50332
..Edinet,Grupe de varsta - total,2014,Rural,Masculin,23644
..Edinet,Grupe de varsta - total,2014,Rural,Feminin,26688
..Edinet,Grupe de varsta - total,2015,Total,Total,68916
..Edinet,Grupe de varsta - total,2015,Total,Masculin,32461
..Edinet,Grupe de varsta - total,2015,Total,Feminin,36455
..Edinet,Grupe de varsta - total,2015,Urban,Total,19017
..Edinet,Grupe de varsta - total,2015,Urban,Masculin,8844
..Edinet,Grupe de varsta - total,2015,Urban,Feminin,10173
..Edinet,Grupe de varsta - total,2015,Rural,Total,49899
..Edinet,Grupe de varsta - total,2015,Rural,Masculin,23617
..Edinet,Grupe de varsta - total,2015,Rural,Feminin,26282
..Edinet,Grupe de varsta - total,2016,Total,Total,68563
..Edinet,Grupe de varsta - total,2016,Total,Masculin,32417
..Edinet,Grupe de varsta - total,2016,Total,Feminin,36146
..Edinet,Grupe de varsta - total,2016,Urban,Total,19096
..Edinet,Grupe de varsta - total,2016,Urban,Masculin,8900
..Edinet,Grupe de varsta - total,2016,Urban,Feminin,10196
..Edinet,Grupe de varsta - total,2016,Rural,Total,49467
..Edinet,Grupe de varsta - total,2016,Rural,Masculin,23517
..Edinet,Grupe de varsta - total,2016,Rural,Feminin,25950
..Edinet,Grupe de varsta - total,2017,Total,Total,66875
..Edinet,Grupe de varsta - total,2017,Total,Masculin,31525
..Edinet,Grupe de varsta - total,2017,Total,Feminin,35350
..Edinet,Grupe de varsta - total,2017,Urban,Total,18769
..Edinet,Grupe de varsta - total,2017,Urban,Masculin,8692
..Edinet,Grupe de varsta - total,2017,Urban,Feminin,10077
..Edinet,Grupe de varsta - total,2017,Rural,Total,48106
..Edinet,Grupe de varsta - total,2017,Rural,Masculin,22833
..Edinet,Grupe de varsta - total,2017,Rural,Feminin,25273
..Edinet,Grupe de varsta - total,2018,Total,Total,64865
..Edinet,Grupe de varsta - total,2018,Total,Masculin,30529
..Edinet,Grupe de varsta - total,2018,Total,Feminin,34336
..Edinet,Grupe de varsta - total,2018,Urban,Total,18316
..Edinet,Grupe de varsta - total,2018,Urban,Masculin,8447
..Edinet,Grupe de varsta - total,2018,Urban,Feminin,9869
..Edinet,Grupe de varsta - total,2018,Rural,Total,46549
..Edinet,Grupe de varsta - total,2018,Rural,Masculin,22082
..Edinet,Grupe de varsta - total,2018,Rural,Feminin,24467
..Edinet,Grupe de varsta - total,2019,Total,Total,62998
..Edinet,Grupe de varsta - total,2019,Total,Masculin,29652
..Edinet,Grupe de varsta - total,2019,Total,Feminin,33346
..Edinet,Grupe de varsta - total,2019,Urban,Total,17913
..Edinet,Grupe de varsta - total,2019,Urban,Masculin,8260
..Edinet,Grupe de varsta - total,2019,Urban,Feminin,9653
..Edinet,Grupe de varsta - total,2019,Rural,Total,45085
..Edinet,Grupe de varsta - total,2019,Rural,Masculin,21392
..Edinet,Grupe de varsta - total,2019,Rural,Feminin,23693
..Edinet,Grupe de varsta - total,2020,Total,Total,61418
..Edinet,Grupe de varsta - total,2020,Total,Masculin,29049
..Edinet,Grupe de varsta - total,2020,Total,Feminin,32369
..Edinet,Grupe de varsta - total,2020,Urban,Total,17523
..Edinet,Grupe de varsta - total,2020,Urban,Masculin,8117
..Edinet,Grupe de varsta - total,2020,Urban,Feminin,9406
..Edinet,Grupe de varsta - total,2020,Rural,Total,43895
..Edinet,Grupe de varsta - total,2020,Rural,Masculin,20932
..Edinet,Grupe de varsta - total,2020,Rural,Feminin,22963
..Edinet,Grupe de varsta - total,2021,Total,Total,60594
..Edinet,Grupe de varsta - total,2021,Total,Masculin,28732
..Edinet,Grupe de varsta - total,2021,Total,Feminin,31862
..Edinet,Grupe de varsta - total,2021,Urban,Total,17398
..Edinet,Grupe de varsta - total,2021,Urban,Masculin,8040
..Edinet,Grupe de varsta - total,2021,Urban,Feminin,9358
..Edinet,Grupe de varsta - total,2021,Rural,Total,43196
..Edinet,Grupe de varsta - total,2021,Rural,Masculin,20692
..Edinet,Grupe de varsta - total,2021,Rural,Feminin,22504
..Edinet,Grupe de varsta - total,2022,Total,Total,58149
..Edinet,Grupe de varsta - total,2022,Total,Masculin,27560
..Edinet,Grupe de varsta - total,2022,Total,Feminin,30589
..Edinet,Grupe de varsta - total,2022,Urban,Total,16794
..Edinet,Grupe de varsta - total,2022,Urban,Masculin,7765
..Edinet,Grupe de varsta - total,2022,Urban,Feminin,9029
..Edinet,Grupe de varsta - total,2022,Rural,Total,41355
..Edinet,Grupe de varsta - total,2022,Rural,Masculin,19795
..Edinet,Grupe de varsta - total,2022,Rural,Feminin,21560
..Edinet,Grupe de varsta - total,2023,Total,Total,55336
..Edinet,Grupe de varsta - total,2023,Total,Masculin,26018
..Edinet,Grupe de varsta - total,2023,Total,Feminin,29318
..Edinet,Grupe de varsta - total,2023,Urban,Total,16085
..Edinet,Grupe de varsta - total,2023,Urban,Masculin,7308
..Edinet,Grupe de varsta - total,2023,Urban,Feminin,8777
..Edinet,Grupe de varsta - total,2023,Rural,Total,39251
..Edinet,Grupe de varsta - total,2023,Rural,Masculin,18710
..Edinet,Grupe de varsta - total,2023,Rural,Feminin,20541
..Edinet,Grupe de varsta - total,2024,Total,Total,50599
..Edinet,Grupe de varsta - total,2024,Total,Masculin,23324
..Edinet,Grupe de varsta - total,2024,Total,Feminin,27275
..Edinet,Grupe de varsta - total,2024,Urban,Total,15764
..Edinet,Grupe de varsta - total,2024,Urban,Masculin,7086
..Edinet,Grupe de varsta - total,2024,Urban,Feminin,8678
..Edinet,Grupe de varsta - total,2024,Rural,Total,34835
..Edinet,Grupe de varsta - total,2024,Rural,Masculin,16238
..Edinet,Grupe de varsta - total,2024,Rural,Feminin,18597
..Edinet,Grupe de varsta - total,2025,Total,Total,49801
..Edinet,Grupe de varsta - total,2025,Total,Masculin,22825
..Edinet,Grupe de varsta - total,2025,Total,Feminin,26976
..Edinet,Grupe de varsta - total,2025,Urban,Total,15535
..Edinet,Grupe de varsta - total,2025,Urban,Masculin,6923
..Edinet,Grupe de varsta - total,2025,Urban,Feminin,8612
..Edinet,Grupe de varsta - total,2025,Rural,Total,34266
..Edinet,Grupe de varsta - total,2025,Rural,Masculin,15902
..Edinet,Grupe de varsta - total,2025,Rural,Feminin,18364
..Edinet,Grupe de varsta - total,2026,Total,Total,49199
..Edinet,Grupe de varsta - total,2026,Total,Masculin,22439
..Edinet,Grupe de varsta - total,2026,Total,Feminin,26760
..Edinet,Grupe de varsta - total,2026,Urban,Total,15399
..Edinet,Grupe de varsta - total,2026,Urban,Masculin,6812
..Edinet,Grupe de varsta - total,2026,Urban,Feminin,8587
..Edinet,Grupe de varsta - total,2026,Rural,Total,33800
..Edinet,Grupe de varsta - total,2026,Rural,Masculin,15627
..Edinet,Grupe de varsta - total,2026,Rural,Feminin,18173
..Edinet,0-4,2014,Total,Total,4067
..Edinet,0-4,2014,Total,Masculin,2091
..Edinet,0-4,2014,Total,Feminin,1976
..Edinet,0-4,2014,Urban,Total,1117
..Edinet,0-4,2014,Urban,Masculin,602
..Edinet,0-4,2014,Urban,Feminin,515
..Edinet,0-4,2014,Rural,Total,2950
..Edinet,0-4,2014,Rural,Masculin,1489
..Edinet,0-4,2014,Rural,Feminin,1461
..Edinet,0-4,2015,Total,Total,4003
..Edinet,0-4,2015,Total,Masculin,2067
..Edinet,0-4,2015,Total,Feminin,1936
..Edinet,0-4,2015,Urban,Total,1130
..Edinet,0-4,2015,Urban,Masculin,621
..Edinet,0-4,2015,Urban,Feminin,509
..Edinet,0-4,2015,Rural,Total,2873
..Edinet,0-4,2015,Rural,Masculin,1446
..Edinet,0-4,2015,Rural,Feminin,1427
..Edinet,0-4,2016,Total,Total,3969
..Edinet,0-4,2016,Total,Masculin,2034
..Edinet,0-4,2016,Total,Feminin,1935
..Edinet,0-4,2016,Urban,Total,1140
..Edinet,0-4,2016,Urban,Masculin,600
..Edinet,0-4,2016,Urban,Feminin,540
..Edinet,0-4,2016,Rural,Total,2829
..Edinet,0-4,2016,Rural,Masculin,1434
..Edinet,0-4,2016,Rural,Feminin,1395
..Edinet,0-4,2017,Total,Total,3939
..Edinet,0-4,2017,Total,Masculin,2014
..Edinet,0-4,2017,Total,Feminin,1925
..Edinet,0-4,2017,Urban,Total,1185
..Edinet,0-4,2017,Urban,Masculin,615
..Edinet,0-4,2017,Urban,Feminin,570
..Edinet,0-4,2017,Rural,Total,2754
..Edinet,0-4,2017,Rural,Masculin,1399
..Edinet,0-4,2017,Rural,Feminin,1355
..Edinet,0-4,2018,Total,Total,3788
..Edinet,0-4,2018,Total,Masculin,1953
..Edinet,0-4,2018,Total,Feminin,1835
..Edinet,0-4,2018,Urban,Total,1184
..Edinet,0-4,2018,Urban,Masculin,622
..Edinet,0-4,2018,Urban,Feminin,562
..Edinet,0-4,2018,Rural,Total,2604
..Edinet,0-4,2018,Rural,Masculin,1331
..Edinet,0-4,2018,Rural,Feminin,1273
..Edinet,0-4,2019,Total,Total,3577
..Edinet,0-4,2019,Total,Masculin,1882
..Edinet,0-4,2019,Total,Feminin,1695
..Edinet,0-4,2019,Urban,Total,1149
..Edinet,0-4,2019,Urban,Masculin,620
..Edinet,0-4,2019,Urban,Feminin,529
..Edinet,0-4,2019,Rural,Total,2428
..Edinet,0-4,2019,Rural,Masculin,1262
..Edinet,0-4,2019,Rural,Feminin,1166
..Edinet,0-4,2020,Total,Total,3274
..Edinet,0-4,2020,Total,Masculin,1707
..Edinet,0-4,2020,Total,Feminin,1567
..Edinet,0-4,2020,Urban,Total,1071
..Edinet,0-4,2020,Urban,Masculin,563
..Edinet,0-4,2020,Urban,Feminin,508
..Edinet,0-4,2020,Rural,Total,2203
..Edinet,0-4,2020,Rural,Masculin,1144
..Edinet,0-4,2020,Rural,Feminin,1059
..Edinet,0-4,2021,Total,Total,3047
..Edinet,0-4,2021,Total,Masculin,1590
..Edinet,0-4,2021,Total,Feminin,1457
..Edinet,0-4,2021,Urban,Total,1022
..Edinet,0-4,2021,Urban,Masculin,548
..Edinet,0-4,2021,Urban,Feminin,474
..Edinet,0-4,2021,Rural,Total,2025
..Edinet,0-4,2021,Rural,Masculin,1042
..Edinet,0-4,2021,Rural,Feminin,983
..Edinet,0-4,2022,Total,Total,2733
..Edinet,0-4,2022,Total,Masculin,1456
..Edinet,0-4,2022,Total,Feminin,1277
..Edinet,0-4,2022,Urban,Total,899
..Edinet,0-4,2022,Urban,Masculin,498
..Edinet,0-4,2022,Urban,Feminin,401
..Edinet,0-4,2022,Rural,Total,1834
..Edinet,0-4,2022,Rural,Masculin,958
..Edinet,0-4,2022,Rural,Feminin,876
..Edinet,0-4,2023,Total,Total,2377
..Edinet,0-4,2023,Total,Masculin,1253
..Edinet,0-4,2023,Total,Feminin,1124
..Edinet,0-4,2023,Urban,Total,802
..Edinet,0-4,2023,Urban,Masculin,432
..Edinet,0-4,2023,Urban,Feminin,370
..Edinet,0-4,2023,Rural,Total,1575
..Edinet,0-4,2023,Rural,Masculin,821
..Edinet,0-4,2023,Rural,Feminin,754
..Edinet,0-4,2024,Total,Total,2563
..Edinet,0-4,2024,Total,Masculin,1321
..Edinet,0-4,2024,Total,Feminin,1242
..Edinet,0-4,2024,Urban,Total,797
..Edinet,0-4,2024,Urban,Masculin,429
..Edinet,0-4,2024,Urban,Feminin,368
..Edinet,0-4,2024,Rural,Total,1766
..Edinet,0-4,2024,Rural,Masculin,892
..Edinet,0-4,2024,Rural,Feminin,874
..Edinet,0-4,2025,Total,Total,2416
..Edinet,0-4,2025,Total,Masculin,1229
..Edinet,0-4,2025,Total,Feminin,1187
..Edinet,0-4,2025,Urban,Total,766
..Edinet,0-4,2025,Urban,Masculin,406
..Edinet,0-4,2025,Urban,Feminin,360
..Edinet,0-4,2025,Rural,Total,1650
..Edinet,0-4,2025,Rural,Masculin,823
..Edinet,0-4,2025,Rural,Feminin,827
..Edinet,0-4,2026,Total,Total,2404
..Edinet,0-4,2026,Total,Masculin,1203
..Edinet,0-4,2026,Total,Feminin,1201
..Edinet,0-4,2026,Urban,Total,780
..Edinet,0-4,2026,Urban,Masculin,407
..Edinet,0-4,2026,Urban,Feminin,373
..Edinet,0-4,2026,Rural,Total,1624
..Edinet,0-4,2026,Rural,Masculin,796
..Edinet,0-4,2026,Rural,Feminin,828
..Edinet,5-9,2014,Total,Total,3777
..Edinet,5-9,2014,Total,Masculin,1929
..Edinet,5-9,2014,Total,Feminin,1848
..Edinet,5-9,2014,Urban,Total,1042
..Edinet,5-9,2014,Urban,Masculin,517
..Edinet,5-9,2014,Urban,Feminin,525
..Edinet,5-9,2014,Rural,Total,2735
..Edinet,5-9,2014,Rural,Masculin,1412
..Edinet,5-9,2014,Rural,Feminin,1323
..Edinet,5-9,2015,Total,Total,3810
..Edinet,5-9,2015,Total,Masculin,1966
..Edinet,5-9,2015,Total,Feminin,1844
..Edinet,5-9,2015,Urban,Total,1050
..Edinet,5-9,2015,Urban,Masculin,537
..Edinet,5-9,2015,Urban,Feminin,513
..Edinet,5-9,2015,Rural,Total,2760
..Edinet,5-9,2015,Rural,Masculin,1429
..Edinet,5-9,2015,Rural,Feminin,1331
..Edinet,5-9,2016,Total,Total,3842
..Edinet,5-9,2016,Total,Masculin,2007
..Edinet,5-9,2016,Total,Feminin,1835
..Edinet,5-9,2016,Urban,Total,1088
..Edinet,5-9,2016,Urban,Masculin,582
..Edinet,5-9,2016,Urban,Feminin,506
..Edinet,5-9,2016,Rural,Total,2754
..Edinet,5-9,2016,Rural,Masculin,1425
..Edinet,5-9,2016,Rural,Feminin,1329
..Edinet,5-9,2017,Total,Total,3749
..Edinet,5-9,2017,Total,Masculin,1957
..Edinet,5-9,2017,Total,Feminin,1792
..Edinet,5-9,2017,Urban,Total,1074
..Edinet,5-9,2017,Urban,Masculin,579
..Edinet,5-9,2017,Urban,Feminin,495
..Edinet,5-9,2017,Rural,Total,2675
..Edinet,5-9,2017,Rural,Masculin,1378
..Edinet,5-9,2017,Rural,Feminin,1297
..Edinet,5-9,2018,Total,Total,3733
..Edinet,5-9,2018,Total,Masculin,1932
..Edinet,5-9,2018,Total,Feminin,1801
..Edinet,5-9,2018,Urban,Total,1061
..Edinet,5-9,2018,Urban,Masculin,578
..Edinet,5-9,2018,Urban,Feminin,483
..Edinet,5-9,2018,Rural,Total,2672
..Edinet,5-9,2018,Rural,Masculin,1354
..Edinet,5-9,2018,Rural,Feminin,1318
..Edinet,5-9,2019,Total,Total,3555
..Edinet,5-9,2019,Total,Masculin,1820
..Edinet,5-9,2019,Total,Feminin,1735
..Edinet,5-9,2019,Urban,Total,1028
..Edinet,5-9,2019,Urban,Masculin,556
..Edinet,5-9,2019,Urban,Feminin,472
..Edinet,5-9,2019,Rural,Total,2527
..Edinet,5-9,2019,Rural,Masculin,1264
..Edinet,5-9,2019,Rural,Feminin,1263
..Edinet,5-9,2020,Total,Total,3413
..Edinet,5-9,2020,Total,Masculin,1760
..Edinet,5-9,2020,Total,Feminin,1653
..Edinet,5-9,2020,Urban,Total,1019
..Edinet,5-9,2020,Urban,Masculin,565
..Edinet,5-9,2020,Urban,Feminin,454
..Edinet,5-9,2020,Rural,Total,2394
..Edinet,5-9,2020,Rural,Masculin,1195
..Edinet,5-9,2020,Rural,Feminin,1199
..Edinet,5-9,2021,Total,Total,3318
..Edinet,5-9,2021,Total,Masculin,1701
..Edinet,5-9,2021,Total,Feminin,1617
..Edinet,5-9,2021,Urban,Total,1002
..Edinet,5-9,2021,Urban,Masculin,530
..Edinet,5-9,2021,Urban,Feminin,472
..Edinet,5-9,2021,Rural,Total,2316
..Edinet,5-9,2021,Rural,Masculin,1171
..Edinet,5-9,2021,Rural,Feminin,1145
..Edinet,5-9,2022,Total,Total,3235
..Edinet,5-9,2022,Total,Masculin,1658
..Edinet,5-9,2022,Total,Feminin,1577
..Edinet,5-9,2022,Urban,Total,1015
..Edinet,5-9,2022,Urban,Masculin,531
..Edinet,5-9,2022,Urban,Feminin,484
..Edinet,5-9,2022,Rural,Total,2220
..Edinet,5-9,2022,Rural,Masculin,1127
..Edinet,5-9,2022,Rural,Feminin,1093
..Edinet,5-9,2023,Total,Total,2935
..Edinet,5-9,2023,Total,Masculin,1516
..Edinet,5-9,2023,Total,Feminin,1419
..Edinet,5-9,2023,Urban,Total,987
..Edinet,5-9,2023,Urban,Masculin,522
..Edinet,5-9,2023,Urban,Feminin,465
..Edinet,5-9,2023,Rural,Total,1948
..Edinet,5-9,2023,Rural,Masculin,994
..Edinet,5-9,2023,Rural,Feminin,954
..Edinet,5-9,2024,Total,Total,3068
..Edinet,5-9,2024,Total,Masculin,1590
..Edinet,5-9,2024,Total,Feminin,1478
..Edinet,5-9,2024,Urban,Total,974
..Edinet,5-9,2024,Urban,Masculin,500
..Edinet,5-9,2024,Urban,Feminin,474
..Edinet,5-9,2024,Rural,Total,2094
..Edinet,5-9,2024,Rural,Masculin,1090
..Edinet,5-9,2024,Rural,Feminin,1004
..Edinet,5-9,2025,Total,Total,3000
..Edinet,5-9,2025,Total,Masculin,1555
..Edinet,5-9,2025,Total,Feminin,1445
..Edinet,5-9,2025,Urban,Total,959
..Edinet,5-9,2025,Urban,Masculin,487
..Edinet,5-9,2025,Urban,Feminin,472
..Edinet,5-9,2025,Rural,Total,2041
..Edinet,5-9,2025,Rural,Masculin,1068
..Edinet,5-9,2025,Rural,Feminin,973
..Edinet,5-9,2026,Total,Total,2954
..Edinet,5-9,2026,Total,Masculin,1531
..Edinet,5-9,2026,Total,Feminin,1423
..Edinet,5-9,2026,Urban,Total,978
..Edinet,5-9,2026,Urban,Masculin,500
..Edinet,5-9,2026,Urban,Feminin,478
..Edinet,5-9,2026,Rural,Total,1976
..Edinet,5-9,2026,Rural,Masculin,1031
..Edinet,5-9,2026,Rural,Feminin,945
..Edinet,10-14,2014,Total,Total,3703
..Edinet,10-14,2014,Total,Masculin,1878
..Edinet,10-14,2014,Total,Feminin,1825
..Edinet,10-14,2014,Urban,Total,913
..Edinet,10-14,2014,Urban,Masculin,462
..Edinet,10-14,2014,Urban,Feminin,451
..Edinet,10-14,2014,Rural,Total,2790
..Edinet,10-14,2014,Rural,Masculin,1416
..Edinet,10-14,2014,Rural,Feminin,1374
..Edinet,10-14,2015,Total,Total,3560
..Edinet,10-14,2015,Total,Masculin,1806
..Edinet,10-14,2015,Total,Feminin,1754
..Edinet,10-14,2015,Urban,Total,919
..Edinet,10-14,2015,Urban,Masculin,450
..Edinet,10-14,2015,Urban,Feminin,469
..Edinet,10-14,2015,Rural,Total,2641
..Edinet,10-14,2015,Rural,Masculin,1356
..Edinet,10-14,2015,Rural,Feminin,1285
..Edinet,10-14,2016,Total,Total,3496
..Edinet,10-14,2016,Total,Masculin,1766
..Edinet,10-14,2016,Total,Feminin,1730
..Edinet,10-14,2016,Urban,Total,933
