Raioane,Grupe de varsta,Ani,Medii,Sexe,value
..Basarabeasca,50-54,2017,Rural,Feminin,358
..Basarabeasca,50-54,2018,Total,Total,1257
..Basarabeasca,50-54,2018,Total,Masculin,626
..Basarabeasca,50-54,2018,Total,Feminin,631
..Basarabeasca,50-54,2018,Urban,Total,536
..Basarabeasca,50-54,2018,Urban,Masculin,242
..Basarabeasca,50-54,2018,Urban,Feminin,294
..Basarabeasca,50-54,2018,Rural,Total,721
..Basarabeasca,50-54,2018,Rural,Masculin,384
..Basarabeasca,50-54,2018,Rural,Feminin,337
..Basarabeasca,50-54,2019,Total,Total,1181
..Basarabeasca,50-54,2019,Total,Masculin,588
..Basarabeasca,50-54,2019,Total,Feminin,593
..Basarabeasca,50-54,2019,Urban,Total,511
..Basarabeasca,50-54,2019,Urban,Masculin,231
..Basarabeasca,50-54,2019,Urban,Feminin,280
..Basarabeasca,50-54,2019,Rural,Total,670
..Basarabeasca,50-54,2019,Rural,Masculin,357
..Basarabeasca,50-54,2019,Rural,Feminin,313
..Basarabeasca,50-54,2020,Total,Total,1113
..Basarabeasca,50-54,2020,Total,Masculin,552
..Basarabeasca,50-54,2020,Total,Feminin,561
..Basarabeasca,50-54,2020,Urban,Total,476
..Basarabeasca,50-54,2020,Urban,Masculin,216
..Basarabeasca,50-54,2020,Urban,Feminin,260
..Basarabeasca,50-54,2020,Rural,Total,637
..Basarabeasca,50-54,2020,Rural,Masculin,336
..Basarabeasca,50-54,2020,Rural,Feminin,301
..Basarabeasca,50-54,2021,Total,Total,1079
..Basarabeasca,50-54,2021,Total,Masculin,552
..Basarabeasca,50-54,2021,Total,Feminin,527
..Basarabeasca,50-54,2021,Urban,Total,462
..Basarabeasca,50-54,2021,Urban,Masculin,219
..Basarabeasca,50-54,2021,Urban,Feminin,243
..Basarabeasca,50-54,2021,Rural,Total,617
..Basarabeasca,50-54,2021,Rural,Masculin,333
..Basarabeasca,50-54,2021,Rural,Feminin,284
..Basarabeasca,50-54,2022,Total,Total,1043
..Basarabeasca,50-54,2022,Total,Masculin,538
..Basarabeasca,50-54,2022,Total,Feminin,505
..Basarabeasca,50-54,2022,Urban,Total,433
..Basarabeasca,50-54,2022,Urban,Masculin,213
..Basarabeasca,50-54,2022,Urban,Feminin,220
..Basarabeasca,50-54,2022,Rural,Total,610
..Basarabeasca,50-54,2022,Rural,Masculin,325
..Basarabeasca,50-54,2022,Rural,Feminin,285
..Basarabeasca,50-54,2023,Total,Total,1028
..Basarabeasca,50-54,2023,Total,Masculin,534
..Basarabeasca,50-54,2023,Total,Feminin,494
..Basarabeasca,50-54,2023,Urban,Total,463
..Basarabeasca,50-54,2023,Urban,Masculin,233
..Basarabeasca,50-54,2023,Urban,Feminin,230
..Basarabeasca,50-54,2023,Rural,Total,565
..Basarabeasca,50-54,2023,Rural,Masculin,301
..Basarabeasca,50-54,2023,Rural,Feminin,264
..Basarabeasca,50-54,2024,Total,Total,965
..Basarabeasca,50-54,2024,Total,Masculin,511
..Basarabeasca,50-54,2024,Total,Feminin,454
..Basarabeasca,50-54,2024,Urban,Total,389
..Basarabeasca,50-54,2024,Urban,Masculin,199
..Basarabeasca,50-54,2024,Urban,Feminin,190
..Basarabeasca,50-54,2024,Rural,Total,576
..Basarabeasca,50-54,2024,Rural,Masculin,312
..Basarabeasca,50-54,2024,Rural,Feminin,264
..Basarabeasca,50-54,2025,Total,Total,966
..Basarabeasca,50-54,2025,Total,Masculin,498
..Basarabeasca,50-54,2025,Total,Feminin,468
..Basarabeasca,50-54,2025,Urban,Total,398
..Basarabeasca,50-54,2025,Urban,Masculin,192
..Basarabeasca,50-54,2025,Urban,Feminin,206
..Basarabeasca,50-54,2025,Rural,Total,568
..Basarabeasca,50-54,2025,Rural,Masculin,306
..Basarabeasca,50-54,2025,Rural,Feminin,262
..Basarabeasca,50-54,2026,Total,Total,997
..Basarabeasca,50-54,2026,Total,Masculin,499
..Basarabeasca,50-54,2026,Total,Feminin,498
..Basarabeasca,50-54,2026,Urban,Total,420
..Basarabeasca,50-54,2026,Urban,Masculin,195
..Basarabeasca,50-54,2026,Urban,Feminin,225
..Basarabeasca,50-54,2026,Rural,Total,577
..Basarabeasca,50-54,2026,Rural,Masculin,304
..Basarabeasca,50-54,2026,Rural,Feminin,273
..Basarabeasca,55-59,2014,Total,Total,1897
..Basarabeasca,55-59,2014,Total,Masculin,882
..Basarabeasca,55-59,2014,Total,Feminin,1015
..Basarabeasca,55-59,2014,Urban,Total,853
..Basarabeasca,55-59,2014,Urban,Masculin,353
..Basarabeasca,55-59,2014,Urban,Feminin,500
..Basarabeasca,55-59,2014,Rural,Total,1044
..Basarabeasca,55-59,2014,Rural,Masculin,529
..Basarabeasca,55-59,2014,Rural,Feminin,515
..Basarabeasca,55-59,2015,Total,Total,1846
..Basarabeasca,55-59,2015,Total,Masculin,862
..Basarabeasca,55-59,2015,Total,Feminin,984
..Basarabeasca,55-59,2015,Urban,Total,821
..Basarabeasca,55-59,2015,Urban,Masculin,341
..Basarabeasca,55-59,2015,Urban,Feminin,480
..Basarabeasca,55-59,2015,Rural,Total,1025
..Basarabeasca,55-59,2015,Rural,Masculin,521
..Basarabeasca,55-59,2015,Rural,Feminin,504
..Basarabeasca,55-59,2016,Total,Total,1819
..Basarabeasca,55-59,2016,Total,Masculin,875
..Basarabeasca,55-59,2016,Total,Feminin,944
..Basarabeasca,55-59,2016,Urban,Total,792
..Basarabeasca,55-59,2016,Urban,Masculin,331
..Basarabeasca,55-59,2016,Urban,Feminin,461
..Basarabeasca,55-59,2016,Rural,Total,1027
..Basarabeasca,55-59,2016,Rural,Masculin,544
..Basarabeasca,55-59,2016,Rural,Feminin,483
..Basarabeasca,55-59,2017,Total,Total,1784
..Basarabeasca,55-59,2017,Total,Masculin,876
..Basarabeasca,55-59,2017,Total,Feminin,908
..Basarabeasca,55-59,2017,Urban,Total,770
..Basarabeasca,55-59,2017,Urban,Masculin,343
..Basarabeasca,55-59,2017,Urban,Feminin,427
..Basarabeasca,55-59,2017,Rural,Total,1014
..Basarabeasca,55-59,2017,Rural,Masculin,533
..Basarabeasca,55-59,2017,Rural,Feminin,481
..Basarabeasca,55-59,2018,Total,Total,1668
..Basarabeasca,55-59,2018,Total,Masculin,819
..Basarabeasca,55-59,2018,Total,Feminin,849
..Basarabeasca,55-59,2018,Urban,Total,723
..Basarabeasca,55-59,2018,Urban,Masculin,332
..Basarabeasca,55-59,2018,Urban,Feminin,391
..Basarabeasca,55-59,2018,Rural,Total,945
..Basarabeasca,55-59,2018,Rural,Masculin,487
..Basarabeasca,55-59,2018,Rural,Feminin,458
..Basarabeasca,55-59,2019,Total,Total,1614
..Basarabeasca,55-59,2019,Total,Masculin,792
..Basarabeasca,55-59,2019,Total,Feminin,822
..Basarabeasca,55-59,2019,Urban,Total,706
..Basarabeasca,55-59,2019,Urban,Masculin,334
..Basarabeasca,55-59,2019,Urban,Feminin,372
..Basarabeasca,55-59,2019,Rural,Total,908
..Basarabeasca,55-59,2019,Rural,Masculin,458
..Basarabeasca,55-59,2019,Rural,Feminin,450
..Basarabeasca,55-59,2020,Total,Total,1497
..Basarabeasca,55-59,2020,Total,Masculin,740
..Basarabeasca,55-59,2020,Total,Feminin,757
..Basarabeasca,55-59,2020,Urban,Total,637
..Basarabeasca,55-59,2020,Urban,Masculin,298
..Basarabeasca,55-59,2020,Urban,Feminin,339
..Basarabeasca,55-59,2020,Rural,Total,860
..Basarabeasca,55-59,2020,Rural,Masculin,442
..Basarabeasca,55-59,2020,Rural,Feminin,418
..Basarabeasca,55-59,2021,Total,Total,1334
..Basarabeasca,55-59,2021,Total,Masculin,632
..Basarabeasca,55-59,2021,Total,Feminin,702
..Basarabeasca,55-59,2021,Urban,Total,581
..Basarabeasca,55-59,2021,Urban,Masculin,263
..Basarabeasca,55-59,2021,Urban,Feminin,318
..Basarabeasca,55-59,2021,Rural,Total,753
..Basarabeasca,55-59,2021,Rural,Masculin,369
..Basarabeasca,55-59,2021,Rural,Feminin,384
..Basarabeasca,55-59,2022,Total,Total,1249
..Basarabeasca,55-59,2022,Total,Masculin,598
..Basarabeasca,55-59,2022,Total,Feminin,651
..Basarabeasca,55-59,2022,Urban,Total,545
..Basarabeasca,55-59,2022,Urban,Masculin,243
..Basarabeasca,55-59,2022,Urban,Feminin,302
..Basarabeasca,55-59,2022,Rural,Total,704
..Basarabeasca,55-59,2022,Rural,Masculin,355
..Basarabeasca,55-59,2022,Rural,Feminin,349
..Basarabeasca,55-59,2023,Total,Total,1224
..Basarabeasca,55-59,2023,Total,Masculin,579
..Basarabeasca,55-59,2023,Total,Feminin,645
..Basarabeasca,55-59,2023,Urban,Total,524
..Basarabeasca,55-59,2023,Urban,Masculin,229
..Basarabeasca,55-59,2023,Urban,Feminin,295
..Basarabeasca,55-59,2023,Rural,Total,700
..Basarabeasca,55-59,2023,Rural,Masculin,350
..Basarabeasca,55-59,2023,Rural,Feminin,350
..Basarabeasca,55-59,2024,Total,Total,1111
..Basarabeasca,55-59,2024,Total,Masculin,545
..Basarabeasca,55-59,2024,Total,Feminin,566
..Basarabeasca,55-59,2024,Urban,Total,426
..Basarabeasca,55-59,2024,Urban,Masculin,193
..Basarabeasca,55-59,2024,Urban,Feminin,233
..Basarabeasca,55-59,2024,Rural,Total,685
..Basarabeasca,55-59,2024,Rural,Masculin,352
..Basarabeasca,55-59,2024,Rural,Feminin,333
..Basarabeasca,55-59,2025,Total,Total,1035
..Basarabeasca,55-59,2025,Total,Masculin,504
..Basarabeasca,55-59,2025,Total,Feminin,531
..Basarabeasca,55-59,2025,Urban,Total,389
..Basarabeasca,55-59,2025,Urban,Masculin,182
..Basarabeasca,55-59,2025,Urban,Feminin,207
..Basarabeasca,55-59,2025,Rural,Total,646
..Basarabeasca,55-59,2025,Rural,Masculin,322
..Basarabeasca,55-59,2025,Rural,Feminin,324
..Basarabeasca,55-59,2026,Total,Total,1004
..Basarabeasca,55-59,2026,Total,Masculin,492
..Basarabeasca,55-59,2026,Total,Feminin,512
..Basarabeasca,55-59,2026,Urban,Total,394
..Basarabeasca,55-59,2026,Urban,Masculin,187
..Basarabeasca,55-59,2026,Urban,Feminin,207
..Basarabeasca,55-59,2026,Rural,Total,610
..Basarabeasca,55-59,2026,Rural,Masculin,305
..Basarabeasca,55-59,2026,Rural,Feminin,305
..Basarabeasca,60-64,2014,Total,Total,1743
..Basarabeasca,60-64,2014,Total,Masculin,762
..Basarabeasca,60-64,2014,Total,Feminin,981
..Basarabeasca,60-64,2014,Urban,Total,783
..Basarabeasca,60-64,2014,Urban,Masculin,337
..Basarabeasca,60-64,2014,Urban,Feminin,446
..Basarabeasca,60-64,2014,Rural,Total,960
..Basarabeasca,60-64,2014,Rural,Masculin,425
..Basarabeasca,60-64,2014,Rural,Feminin,535
..Basarabeasca,60-64,2015,Total,Total,1764
..Basarabeasca,60-64,2015,Total,Masculin,777
..Basarabeasca,60-64,2015,Total,Feminin,987
..Basarabeasca,60-64,2015,Urban,Total,793
..Basarabeasca,60-64,2015,Urban,Masculin,337
..Basarabeasca,60-64,2015,Urban,Feminin,456
..Basarabeasca,60-64,2015,Rural,Total,971
..Basarabeasca,60-64,2015,Rural,Masculin,440
..Basarabeasca,60-64,2015,Rural,Feminin,531
..Basarabeasca,60-64,2016,Total,Total,1760
..Basarabeasca,60-64,2016,Total,Masculin,761
..Basarabeasca,60-64,2016,Total,Feminin,999
..Basarabeasca,60-64,2016,Urban,Total,785
..Basarabeasca,60-64,2016,Urban,Masculin,321
..Basarabeasca,60-64,2016,Urban,Feminin,464
..Basarabeasca,60-64,2016,Rural,Total,975
..Basarabeasca,60-64,2016,Rural,Masculin,440
..Basarabeasca,60-64,2016,Rural,Feminin,535
..Basarabeasca,60-64,2017,Total,Total,1713
..Basarabeasca,60-64,2017,Total,Masculin,758
..Basarabeasca,60-64,2017,Total,Feminin,955
..Basarabeasca,60-64,2017,Urban,Total,771
..Basarabeasca,60-64,2017,Urban,Masculin,316
..Basarabeasca,60-64,2017,Urban,Feminin,455
..Basarabeasca,60-64,2017,Rural,Total,942
..Basarabeasca,60-64,2017,Rural,Masculin,442
..Basarabeasca,60-64,2017,Rural,Feminin,500
..Basarabeasca,60-64,2018,Total,Total,1713
..Basarabeasca,60-64,2018,Total,Masculin,770
..Basarabeasca,60-64,2018,Total,Feminin,943
..Basarabeasca,60-64,2018,Urban,Total,760
..Basarabeasca,60-64,2018,Urban,Masculin,312
..Basarabeasca,60-64,2018,Urban,Feminin,448
..Basarabeasca,60-64,2018,Rural,Total,953
..Basarabeasca,60-64,2018,Rural,Masculin,458
..Basarabeasca,60-64,2018,Rural,Feminin,495
..Basarabeasca,60-64,2019,Total,Total,1689
..Basarabeasca,60-64,2019,Total,Masculin,770
..Basarabeasca,60-64,2019,Total,Feminin,919
..Basarabeasca,60-64,2019,Urban,Total,770
..Basarabeasca,60-64,2019,Urban,Masculin,313
..Basarabeasca,60-64,2019,Urban,Feminin,457
..Basarabeasca,60-64,2019,Rural,Total,919
..Basarabeasca,60-64,2019,Rural,Masculin,457
..Basarabeasca,60-64,2019,Rural,Feminin,462
..Basarabeasca,60-64,2020,Total,Total,1668
..Basarabeasca,60-64,2020,Total,Masculin,755
..Basarabeasca,60-64,2020,Total,Feminin,913
..Basarabeasca,60-64,2020,Urban,Total,764
..Basarabeasca,60-64,2020,Urban,Masculin,307
..Basarabeasca,60-64,2020,Urban,Feminin,457
..Basarabeasca,60-64,2020,Rural,Total,904
..Basarabeasca,60-64,2020,Rural,Masculin,448
..Basarabeasca,60-64,2020,Rural,Feminin,456
..Basarabeasca,60-64,2021,Total,Total,1656
..Basarabeasca,60-64,2021,Total,Masculin,754
..Basarabeasca,60-64,2021,Total,Feminin,902
..Basarabeasca,60-64,2021,Urban,Total,732
..Basarabeasca,60-64,2021,Urban,Masculin,291
..Basarabeasca,60-64,2021,Urban,Feminin,441
..Basarabeasca,60-64,2021,Rural,Total,924
..Basarabeasca,60-64,2021,Rural,Masculin,463
..Basarabeasca,60-64,2021,Rural,Feminin,461
..Basarabeasca,60-64,2022,Total,Total,1589
..Basarabeasca,60-64,2022,Total,Masculin,716
..Basarabeasca,60-64,2022,Total,Feminin,873
..Basarabeasca,60-64,2022,Urban,Total,694
..Basarabeasca,60-64,2022,Urban,Masculin,280
..Basarabeasca,60-64,2022,Urban,Feminin,414
..Basarabeasca,60-64,2022,Rural,Total,895
..Basarabeasca,60-64,2022,Rural,Masculin,436
..Basarabeasca,60-64,2022,Rural,Feminin,459
..Basarabeasca,60-64,2023,Total,Total,1532
..Basarabeasca,60-64,2023,Total,Masculin,682
..Basarabeasca,60-64,2023,Total,Feminin,850
..Basarabeasca,60-64,2023,Urban,Total,670
..Basarabeasca,60-64,2023,Urban,Masculin,277
..Basarabeasca,60-64,2023,Urban,Feminin,393
..Basarabeasca,60-64,2023,Rural,Total,862
..Basarabeasca,60-64,2023,Rural,Masculin,405
..Basarabeasca,60-64,2023,Rural,Feminin,457
..Basarabeasca,60-64,2024,Total,Total,1506
..Basarabeasca,60-64,2024,Total,Masculin,698
..Basarabeasca,60-64,2024,Total,Feminin,808
..Basarabeasca,60-64,2024,Urban,Total,659
..Basarabeasca,60-64,2024,Urban,Masculin,296
..Basarabeasca,60-64,2024,Urban,Feminin,363
..Basarabeasca,60-64,2024,Rural,Total,847
..Basarabeasca,60-64,2024,Rural,Masculin,402
..Basarabeasca,60-64,2024,Rural,Feminin,445
..Basarabeasca,60-64,2025,Total,Total,1427
..Basarabeasca,60-64,2025,Total,Masculin,666
..Basarabeasca,60-64,2025,Total,Feminin,761
..Basarabeasca,60-64,2025,Urban,Total,611
..Basarabeasca,60-64,2025,Urban,Masculin,274
..Basarabeasca,60-64,2025,Urban,Feminin,337
..Basarabeasca,60-64,2025,Rural,Total,816
..Basarabeasca,60-64,2025,Rural,Masculin,392
..Basarabeasca,60-64,2025,Rural,Feminin,424
..Basarabeasca,60-64,2026,Total,Total,1336
..Basarabeasca,60-64,2026,Total,Masculin,617
..Basarabeasca,60-64,2026,Total,Feminin,719
..Basarabeasca,60-64,2026,Urban,Total,564
..Basarabeasca,60-64,2026,Urban,Masculin,247
..Basarabeasca,60-64,2026,Urban,Feminin,317
..Basarabeasca,60-64,2026,Rural,Total,772
..Basarabeasca,60-64,2026,Rural,Masculin,370
..Basarabeasca,60-64,2026,Rural,Feminin,402
..Basarabeasca,65-69,2014,Total,Total,653
..Basarabeasca,65-69,2014,Total,Masculin,275
..Basarabeasca,65-69,2014,Total,Feminin,378
..Basarabeasca,65-69,2014,Urban,Total,316
..Basarabeasca,65-69,2014,Urban,Masculin,141
..Basarabeasca,65-69,2014,Urban,Feminin,175
..Basarabeasca,65-69,2014,Rural,Total,337
..Basarabeasca,65-69,2014,Rural,Masculin,134
..Basarabeasca,65-69,2014,Rural,Feminin,203
..Basarabeasca,65-69,2015,Total,Total,851
..Basarabeasca,65-69,2015,Total,Masculin,370
..Basarabeasca,65-69,2015,Total,Feminin,481
..Basarabeasca,65-69,2015,Urban,Total,410
..Basarabeasca,65-69,2015,Urban,Masculin,183
..Basarabeasca,65-69,2015,Urban,Feminin,227
..Basarabeasca,65-69,2015,Rural,Total,441
..Basarabeasca,65-69,2015,Rural,Masculin,187
..Basarabeasca,65-69,2015,Rural,Feminin,254
..Basarabeasca,65-69,2016,Total,Total,1054
..Basarabeasca,65-69,2016,Total,Masculin,447
..Basarabeasca,65-69,2016,Total,Feminin,607
..Basarabeasca,65-69,2016,Urban,Total,494
..Basarabeasca,65-69,2016,Urban,Masculin,215
..Basarabeasca,65-69,2016,Urban,Feminin,279
..Basarabeasca,65-69,2016,Rural,Total,560
..Basarabeasca,65-69,2016,Rural,Masculin,232
..Basarabeasca,65-69,2016,Rural,Feminin,328
..Basarabeasca,65-69,2017,Total,Total,1237
..Basarabeasca,65-69,2017,Total,Masculin,498
..Basarabeasca,65-69,2017,Total,Feminin,739
..Basarabeasca,65-69,2017,Urban,Total,586
..Basarabeasca,65-69,2017,Urban,Masculin,237
..Basarabeasca,65-69,2017,Urban,Feminin,349
..Basarabeasca,65-69,2017,Rural,Total,651
..Basarabeasca,65-69,2017,Rural,Masculin,261
..Basarabeasca,65-69,2017,Rural,Feminin,390
..Basarabeasca,65-69,2018,Total,Total,1434
..Basarabeasca,65-69,2018,Total,Masculin,575
..Basarabeasca,65-69,2018,Total,Feminin,859
..Basarabeasca,65-69,2018,Urban,Total,667
..Basarabeasca,65-69,2018,Urban,Masculin,264
..Basarabeasca,65-69,2018,Urban,Feminin,403
..Basarabeasca,65-69,2018,Rural,Total,767
..Basarabeasca,65-69,2018,Rural,Masculin,311
..Basarabeasca,65-69,2018,Rural,Feminin,456
..Basarabeasca,65-69,2019,Total,Total,1488
..Basarabeasca,65-69,2019,Total,Masculin,598
..Basarabeasca,65-69,2019,Total,Feminin,890
..Basarabeasca,65-69,2019,Urban,Total,668
..Basarabeasca,65-69,2019,Urban,Masculin,265
..Basarabeasca,65-69,2019,Urban,Feminin,403
..Basarabeasca,65-69,2019,Rural,Total,820
..Basarabeasca,65-69,2019,Rural,Masculin,333
..Basarabeasca,65-69,2019,Rural,Feminin,487
..Basarabeasca,65-69,2020,Total,Total,1511
..Basarabeasca,65-69,2020,Total,Masculin,617
..Basarabeasca,65-69,2020,Total,Feminin,894
..Basarabeasca,65-69,2020,Urban,Total,686
..Basarabeasca,65-69,2020,Urban,Masculin,274
..Basarabeasca,65-69,2020,Urban,Feminin,412
..Basarabeasca,65-69,2020,Rural,Total,825
..Basarabeasca,65-69,2020,Rural,Masculin,343
..Basarabeasca,65-69,2020,Rural,Feminin,482
..Basarabeasca,65-69,2021,Total,Total,1523
..Basarabeasca,65-69,2021,Total,Masculin,628
..Basarabeasca,65-69,2021,Total,Feminin,895
..Basarabeasca,65-69,2021,Urban,Total,696
..Basarabeasca,65-69,2021,Urban,Masculin,278
..Basarabeasca,65-69,2021,Urban,Feminin,418
..Basarabeasca,65-69,2021,Rural,Total,827
..Basarabeasca,65-69,2021,Rural,Masculin,350
..Basarabeasca,65-69,2021,Rural,Feminin,477
..Basarabeasca,65-69,2022,Total,Total,1469
..Basarabeasca,65-69,2022,Total,Masculin,612
..Basarabeasca,65-69,2022,Total,Feminin,857
..Basarabeasca,65-69,2022,Urban,Total,668
..Basarabeasca,65-69,2022,Urban,Masculin,264
..Basarabeasca,65-69,2022,Urban,Feminin,404
..Basarabeasca,65-69,2022,Rural,Total,801
..Basarabeasca,65-69,2022,Rural,Masculin,348
..Basarabeasca,65-69,2022,Rural,Feminin,453
..Basarabeasca,65-69,2023,Total,Total,1489
..Basarabeasca,65-69,2023,Total,Masculin,612
..Basarabeasca,65-69,2023,Total,Feminin,877
..Basarabeasca,65-69,2023,Urban,Total,681
..Basarabeasca,65-69,2023,Urban,Masculin,257
..Basarabeasca,65-69,2023,Urban,Feminin,424
..Basarabeasca,65-69,2023,Rural,Total,808
..Basarabeasca,65-69,2023,Rural,Masculin,355
..Basarabeasca,65-69,2023,Rural,Feminin,453
..Basarabeasca,65-69,2024,Total,Total,1449
..Basarabeasca,65-69,2024,Total,Masculin,598
..Basarabeasca,65-69,2024,Total,Feminin,851
..Basarabeasca,65-69,2024,Urban,Total,624
..Basarabeasca,65-69,2024,Urban,Masculin,238
..Basarabeasca,65-69,2024,Urban,Feminin,386
..Basarabeasca,65-69,2024,Rural,Total,825
..Basarabeasca,65-69,2024,Rural,Masculin,360
..Basarabeasca,65-69,2024,Rural,Feminin,465
..Basarabeasca,65-69,2025,Total,Total,1464
..Basarabeasca,65-69,2025,Total,Masculin,615
..Basarabeasca,65-69,2025,Total,Feminin,849
..Basarabeasca,65-69,2025,Urban,Total,630
..Basarabeasca,65-69,2025,Urban,Masculin,242
..Basarabeasca,65-69,2025,Urban,Feminin,388
..Basarabeasca,65-69,2025,Rural,Total,834
..Basarabeasca,65-69,2025,Rural,Masculin,373
..Basarabeasca,65-69,2025,Rural,Feminin,461
..Basarabeasca,65-69,2026,Total,Total,1440
..Basarabeasca,65-69,2026,Total,Masculin,605
..Basarabeasca,65-69,2026,Total,Feminin,835
..Basarabeasca,65-69,2026,Urban,Total,612
..Basarabeasca,65-69,2026,Urban,Masculin,232
..Basarabeasca,65-69,2026,Urban,Feminin,380
..Basarabeasca,65-69,2026,Rural,Total,828
..Basarabeasca,65-69,2026,Rural,Masculin,373
..Basarabeasca,65-69,2026,Rural,Feminin,455
..Basarabeasca,70-74,2014,Total,Total,550
..Basarabeasca,70-74,2014,Total,Masculin,224
..Basarabeasca,70-74,2014,Total,Feminin,326
..Basarabeasca,70-74,2014,Urban,Total,188
..Basarabeasca,70-74,2014,Urban,Masculin,74
..Basarabeasca,70-74,2014,Urban,Feminin,114
..Basarabeasca,70-74,2014,Rural,Total,362
..Basarabeasca,70-74,2014,Rural,Masculin,150
..Basarabeasca,70-74,2014,Rural,Feminin,212
..Basarabeasca,70-74,2015,Total,Total,525
..Basarabeasca,70-74,2015,Total,Masculin,209
..Basarabeasca,70-74,2015,Total,Feminin,316
..Basarabeasca,70-74,2015,Urban,Total,196
..Basarabeasca,70-74,2015,Urban,Masculin,79
..Basarabeasca,70-74,2015,Urban,Feminin,117
..Basarabeasca,70-74,2015,Rural,Total,329
..Basarabeasca,70-74,2015,Rural,Masculin,130
..Basarabeasca,70-74,2015,Rural,Feminin,199
..Basarabeasca,70-74,2016,Total,Total,488
..Basarabeasca,70-74,2016,Total,Masculin,192
..Basarabeasca,70-74,2016,Total,Feminin,296
..Basarabeasca,70-74,2016,Urban,Total,194
..Basarabeasca,70-74,2016,Urban,Masculin,78
..Basarabeasca,70-74,2016,Urban,Feminin,116
..Basarabeasca,70-74,2016,Rural,Total,294
..Basarabeasca,70-74,2016,Rural,Masculin,114
..Basarabeasca,70-74,2016,Rural,Feminin,180
..Basarabeasca,70-74,2017,Total,Total,465
..Basarabeasca,70-74,2017,Total,Masculin,185
..Basarabeasca,70-74,2017,Total,Feminin,280
..Basarabeasca,70-74,2017,Urban,Total,195
..Basarabeasca,70-74,2017,Urban,Masculin,86
..Basarabeasca,70-74,2017,Urban,Feminin,109
..Basarabeasca,70-74,2017,Rural,Total,270
..Basarabeasca,70-74,2017,Rural,Masculin,99
..Basarabeasca,70-74,2017,Rural,Feminin,171
..Basarabeasca,70-74,2018,Total,Total,424
..Basarabeasca,70-74,2018,Total,Masculin,165
..Basarabeasca,70-74,2018,Total,Feminin,259
..Basarabeasca,70-74,2018,Urban,Total,191
..Basarabeasca,70-74,2018,Urban,Masculin,85
..Basarabeasca,70-74,2018,Urban,Feminin,106
..Basarabeasca,70-74,2018,Rural,Total,233
..Basarabeasca,70-74,2018,Rural,Masculin,80
..Basarabeasca,70-74,2018,Rural,Feminin,153
..Basarabeasca,70-74,2019,Total,Total,537
..Basarabeasca,70-74,2019,Total,Masculin,206
..Basarabeasca,70-74,2019,Total,Feminin,331
..Basarabeasca,70-74,2019,Urban,Total,266
..Basarabeasca,70-74,2019,Urban,Masculin,112
..Basarabeasca,70-74,2019,Urban,Feminin,154
..Basarabeasca,70-74,2019,Rural,Total,271
..Basarabeasca,70-74,2019,Rural,Masculin,94
..Basarabeasca,70-74,2019,Rural,Feminin,177
..Basarabeasca,70-74,2020,Total,Total,687
..Basarabeasca,70-74,2020,Total,Masculin,273
..Basarabeasca,70-74,2020,Total,Feminin,414
..Basarabeasca,70-74,2020,Urban,Total,325
..Basarabeasca,70-74,2020,Urban,Masculin,136
..Basarabeasca,70-74,2020,Urban,Feminin,189
..Basarabeasca,70-74,2020,Rural,Total,362
..Basarabeasca,70-74,2020,Rural,Masculin,137
..Basarabeasca,70-74,2020,Rural,Feminin,225
..Basarabeasca,70-74,2021,Total,Total,875
..Basarabeasca,70-74,2021,Total,Masculin,330
..Basarabeasca,70-74,2021,Total,Feminin,545
..Basarabeasca,70-74,2021,Urban,Total,409
..Basarabeasca,70-74,2021,Urban,Masculin,161
..Basarabeasca,70-74,2021,Urban,Feminin,248
..Basarabeasca,70-74,2021,Rural,Total,466
..Basarabeasca,70-74,2021,Rural,Masculin,169
..Basarabeasca,70-74,2021,Rural,Feminin,297
..Basarabeasca,70-74,2022,Total,Total,1023
..Basarabeasca,70-74,2022,Total,Masculin,373
..Basarabeasca,70-74,2022,Total,Feminin,650
..Basarabeasca,70-74,2022,Urban,Total,482
..Basarabeasca,70-74,2022,Urban,Masculin,173
..Basarabeasca,70-74,2022,Urban,Feminin,309
..Basarabeasca,70-74,2022,Rural,Total,541
..Basarabeasca,70-74,2022,Rural,Masculin,200
..Basarabeasca,70-74,2022,Rural,Feminin,341
..Basarabeasca,70-74,2023,Total,Total,1178
..Basarabeasca,70-74,2023,Total,Masculin,428
..Basarabeasca,70-74,2023,Total,Feminin,750
..Basarabeasca,70-74,2023,Urban,Total,542
..Basarabeasca,70-74,2023,Urban,Masculin,197
..Basarabeasca,70-74,2023,Urban,Feminin,345
..Basarabeasca,70-74,2023,Rural,Total,636
..Basarabeasca,70-74,2023,Rural,Masculin,231
..Basarabeasca,70-74,2023,Rural,Feminin,405
..Basarabeasca,70-74,2024,Total,Total,1128
..Basarabeasca,70-74,2024,Total,Masculin,420
..Basarabeasca,70-74,2024,Total,Feminin,708
..Basarabeasca,70-74,2024,Urban,Total,492
..Basarabeasca,70-74,2024,Urban,Masculin,184
..Basarabeasca,70-74,2024,Urban,Feminin,308
..Basarabeasca,70-74,2024,Rural,Total,636
..Basarabeasca,70-74,2024,Rural,Masculin,236
..Basarabeasca,70-74,2024,Rural,Feminin,400
..Basarabeasca,70-74,2025,Total,Total,1167
..Basarabeasca,70-74,2025,Total,Masculin,435
..Basarabeasca,70-74,2025,Total,Feminin,732
