"Diviziuni de marfuri si servicii, conform clasificatorului COICOP",Ani,Luni,value
10 Educatie,1996,Decembrie,..
10 Educatie,1997,Ianuarie,..
10 Educatie,1997,Februarie,..
10 Educatie,1997,Martie,..
10 Educatie,1997,Aprilie,..
10 Educatie,1997,Mai,..
10 Educatie,1997,Iunie,..
10 Educatie,1997,Iulie,..
10 Educatie,1997,August,..
10 Educatie,1997,Septembrie,..
10 Educatie,1997,Octombrie,..
10 Educatie,1997,Noiembrie,..
10 Educatie,1997,Decembrie,..
10 Educatie,1998,Ianuarie,..
10 Educatie,1998,Februarie,..
10 Educatie,1998,Martie,..
10 Educatie,1998,Aprilie,..
10 Educatie,1998,Mai,..
10 Educatie,1998,Iunie,..
10 Educatie,1998,Iulie,..
10 Educatie,1998,August,..
10 Educatie,1998,Septembrie,..
10 Educatie,1998,Octombrie,..
10 Educatie,1998,Noiembrie,..
10 Educatie,1998,Decembrie,..
10 Educatie,1999,Ianuarie,..
10 Educatie,1999,Februarie,..
10 Educatie,1999,Martie,..
10 Educatie,1999,Aprilie,..
10 Educatie,1999,Mai,..
10 Educatie,1999,Iunie,..
10 Educatie,1999,Iulie,..
10 Educatie,1999,August,..
10 Educatie,1999,Septembrie,..
10 Educatie,1999,Octombrie,..
10 Educatie,1999,Noiembrie,..
10 Educatie,1999,Decembrie,..
10 Educatie,2000,Ianuarie,..
10 Educatie,2000,Februarie,..
10 Educatie,2000,Martie,..
10 Educatie,2000,Aprilie,..
10 Educatie,2000,Mai,..
10 Educatie,2000,Iunie,..
10 Educatie,2000,Iulie,..
10 Educatie,2000,August,..
10 Educatie,2000,Septembrie,..
10 Educatie,2000,Octombrie,..
10 Educatie,2000,Noiembrie,..
10 Educatie,2000,Decembrie,..
10 Educatie,2001,Ianuarie,..
10 Educatie,2001,Februarie,..
10 Educatie,2001,Martie,..
10 Educatie,2001,Aprilie,..
10 Educatie,2001,Mai,..
10 Educatie,2001,Iunie,..
10 Educatie,2001,Iulie,..
10 Educatie,2001,August,..
10 Educatie,2001,Septembrie,..
10 Educatie,2001,Octombrie,..
10 Educatie,2001,Noiembrie,..
10 Educatie,2001,Decembrie,..
10 Educatie,2002,Ianuarie,..
10 Educatie,2002,Februarie,..
10 Educatie,2002,Martie,..
10 Educatie,2002,Aprilie,..
10 Educatie,2002,Mai,..
10 Educatie,2002,Iunie,..
10 Educatie,2002,Iulie,..
10 Educatie,2002,August,..
10 Educatie,2002,Septembrie,..
10 Educatie,2002,Octombrie,..
10 Educatie,2002,Noiembrie,..
10 Educatie,2002,Decembrie,..
10 Educatie,2003,Ianuarie,..
10 Educatie,2003,Februarie,..
10 Educatie,2003,Martie,..
10 Educatie,2003,Aprilie,..
10 Educatie,2003,Mai,..
10 Educatie,2003,Iunie,..
10 Educatie,2003,Iulie,..
10 Educatie,2003,August,..
10 Educatie,2003,Septembrie,..
10 Educatie,2003,Octombrie,..
10 Educatie,2003,Noiembrie,..
10 Educatie,2003,Decembrie,..
10 Educatie,2004,Ianuarie,..
10 Educatie,2004,Februarie,..
10 Educatie,2004,Martie,..
10 Educatie,2004,Aprilie,..
10 Educatie,2004,Mai,..
10 Educatie,2004,Iunie,..
10 Educatie,2004,Iulie,..
10 Educatie,2004,August,..
10 Educatie,2004,Septembrie,..
10 Educatie,2004,Octombrie,..
10 Educatie,2004,Noiembrie,..
10 Educatie,2004,Decembrie,..
10 Educatie,2005,Ianuarie,..
10 Educatie,2005,Februarie,..
10 Educatie,2005,Martie,..
10 Educatie,2005,Aprilie,..
10 Educatie,2005,Mai,..
10 Educatie,2005,Iunie,..
10 Educatie,2005,Iulie,..
10 Educatie,2005,August,..
10 Educatie,2005,Septembrie,..
10 Educatie,2005,Octombrie,..
10 Educatie,2005,Noiembrie,..
10 Educatie,2005,Decembrie,..
10 Educatie,2006,Ianuarie,..
10 Educatie,2006,Februarie,..
10 Educatie,2006,Martie,..
10 Educatie,2006,Aprilie,..
10 Educatie,2006,Mai,..
10 Educatie,2006,Iunie,..
10 Educatie,2006,Iulie,..
10 Educatie,2006,August,..
10 Educatie,2006,Septembrie,..
10 Educatie,2006,Octombrie,..
10 Educatie,2006,Noiembrie,..
10 Educatie,2006,Decembrie,..
10 Educatie,2007,Ianuarie,..
10 Educatie,2007,Februarie,..
10 Educatie,2007,Martie,..
10 Educatie,2007,Aprilie,..
10 Educatie,2007,Mai,..
10 Educatie,2007,Iunie,..
10 Educatie,2007,Iulie,..
10 Educatie,2007,August,..
10 Educatie,2007,Septembrie,..
10 Educatie,2007,Octombrie,..
10 Educatie,2007,Noiembrie,..
10 Educatie,2007,Decembrie,..
10 Educatie,2008,Ianuarie,..
10 Educatie,2008,Februarie,..
10 Educatie,2008,Martie,..
10 Educatie,2008,Aprilie,..
10 Educatie,2008,Mai,..
10 Educatie,2008,Iunie,..
10 Educatie,2008,Iulie,..
10 Educatie,2008,August,..
10 Educatie,2008,Septembrie,..
10 Educatie,2008,Octombrie,..
10 Educatie,2008,Noiembrie,..
10 Educatie,2008,Decembrie,..
10 Educatie,2009,Ianuarie,..
10 Educatie,2009,Februarie,..
10 Educatie,2009,Martie,..
10 Educatie,2009,Aprilie,..
10 Educatie,2009,Mai,..
10 Educatie,2009,Iunie,..
10 Educatie,2009,Iulie,..
10 Educatie,2009,August,..
10 Educatie,2009,Septembrie,..
10 Educatie,2009,Octombrie,..
10 Educatie,2009,Noiembrie,..
10 Educatie,2009,Decembrie,..
10 Educatie,2010,Ianuarie,..
10 Educatie,2010,Februarie,..
10 Educatie,2010,Martie,..
10 Educatie,2010,Aprilie,..
10 Educatie,2010,Mai,..
10 Educatie,2010,Iunie,..
10 Educatie,2010,Iulie,..
10 Educatie,2010,August,..
10 Educatie,2010,Septembrie,..
10 Educatie,2010,Octombrie,..
10 Educatie,2010,Noiembrie,..
10 Educatie,2010,Decembrie,..
10 Educatie,2011,Ianuarie,..
10 Educatie,2011,Februarie,..
10 Educatie,2011,Martie,..
10 Educatie,2011,Aprilie,..
10 Educatie,2011,Mai,..
10 Educatie,2011,Iunie,..
10 Educatie,2011,Iulie,..
10 Educatie,2011,August,..
10 Educatie,2011,Septembrie,..
10 Educatie,2011,Octombrie,..
10 Educatie,2011,Noiembrie,..
10 Educatie,2011,Decembrie,..
10 Educatie,2012,Ianuarie,..
10 Educatie,2012,Februarie,..
10 Educatie,2012,Martie,..
10 Educatie,2012,Aprilie,..
10 Educatie,2012,Mai,..
10 Educatie,2012,Iunie,..
10 Educatie,2012,Iulie,..
10 Educatie,2012,August,..
10 Educatie,2012,Septembrie,..
10 Educatie,2012,Octombrie,..
10 Educatie,2012,Noiembrie,..
10 Educatie,2012,Decembrie,..
10 Educatie,2013,Ianuarie,..
10 Educatie,2013,Februarie,..
10 Educatie,2013,Martie,..
10 Educatie,2013,Aprilie,..
10 Educatie,2013,Mai,..
10 Educatie,2013,Iunie,..
10 Educatie,2013,Iulie,..
10 Educatie,2013,August,..
10 Educatie,2013,Septembrie,..
10 Educatie,2013,Octombrie,..
10 Educatie,2013,Noiembrie,..
10 Educatie,2013,Decembrie,..
10 Educatie,2014,Ianuarie,..
10 Educatie,2014,Februarie,..
10 Educatie,2014,Martie,..
10 Educatie,2014,Aprilie,..
10 Educatie,2014,Mai,..
10 Educatie,2014,Iunie,..
10 Educatie,2014,Iulie,..
10 Educatie,2014,August,..
10 Educatie,2014,Septembrie,..
10 Educatie,2014,Octombrie,..
10 Educatie,2014,Noiembrie,..
10 Educatie,2014,Decembrie,..
10 Educatie,2015,Ianuarie,98.04
10 Educatie,2015,Februarie,98.11
10 Educatie,2015,Martie,98.12
10 Educatie,2015,Aprilie,98.13
10 Educatie,2015,Mai,98.13
10 Educatie,2015,Iunie,98.13
10 Educatie,2015,Iulie,98.14
10 Educatie,2015,August,100.27
10 Educatie,2015,Septembrie,103.24
10 Educatie,2015,Octombrie,103.24
10 Educatie,2015,Noiembrie,103.23
10 Educatie,2015,Decembrie,103.23
10 Educatie,2016,Ianuarie,106.54
10 Educatie,2016,Februarie,106.54
10 Educatie,2016,Martie,106.54
10 Educatie,2016,Aprilie,106.63
10 Educatie,2016,Mai,106.63
10 Educatie,2016,Iunie,106.78
10 Educatie,2016,Iulie,112.21
10 Educatie,2016,August,112.59
10 Educatie,2016,Septembrie,113.95
10 Educatie,2016,Octombrie,113.95
10 Educatie,2016,Noiembrie,113.95
10 Educatie,2016,Decembrie,113.95
10 Educatie,2017,Ianuarie,113.95
10 Educatie,2017,Februarie,113.97
10 Educatie,2017,Martie,113.97
10 Educatie,2017,Aprilie,113.97
10 Educatie,2017,Mai,113.97
10 Educatie,2017,Iunie,113.97
10 Educatie,2017,Iulie,113.97
10 Educatie,2017,August,114.56
10 Educatie,2017,Septembrie,115.51
10 Educatie,2017,Octombrie,115.51
10 Educatie,2017,Noiembrie,115.51
10 Educatie,2017,Decembrie,115.51
10 Educatie,2018,Ianuarie,115.51
10 Educatie,2018,Februarie,115.51
10 Educatie,2018,Martie,115.51
10 Educatie,2018,Aprilie,115.51
10 Educatie,2018,Mai,115.51
10 Educatie,2018,Iunie,115.51
10 Educatie,2018,Iulie,115.51
10 Educatie,2018,August,116.18
10 Educatie,2018,Septembrie,116.80
10 Educatie,2018,Octombrie,116.80
10 Educatie,2018,Noiembrie,116.80
10 Educatie,2018,Decembrie,116.80
10 Educatie,2019,Ianuarie,116.80
10 Educatie,2019,Februarie,116.80
10 Educatie,2019,Martie,116.81
10 Educatie,2019,Aprilie,116.88
10 Educatie,2019,Mai,116.88
10 Educatie,2019,Iunie,116.90
10 Educatie,2019,Iulie,117.18
10 Educatie,2019,August,117.24
10 Educatie,2019,Septembrie,117.62
10 Educatie,2019,Octombrie,117.62
10 Educatie,2019,Noiembrie,117.62
10 Educatie,2019,Decembrie,117.62
10 Educatie,2020,Ianuarie,117.62
10 Educatie,2020,Februarie,117.62
10 Educatie,2020,Martie,117.62
10 Educatie,2020,Aprilie,117.62
10 Educatie,2020,Mai,117.62
10 Educatie,2020,Iunie,117.62
10 Educatie,2020,Iulie,117.62
10 Educatie,2020,August,117.66
10 Educatie,2020,Septembrie,122.22
10 Educatie,2020,Octombrie,122.22
10 Educatie,2020,Noiembrie,122.22
10 Educatie,2020,Decembrie,122.22
10 Educatie,2021,Ianuarie,122.22
10 Educatie,2021,Februarie,122.22
10 Educatie,2021,Martie,121.66
10 Educatie,2021,Aprilie,121.66
10 Educatie,2021,Mai,121.99
10 Educatie,2021,Iunie,122.11
10 Educatie,2021,Iulie,124.37
10 Educatie,2021,August,124.41
10 Educatie,2021,Septembrie,124.62
10 Educatie,2021,Octombrie,124.62
10 Educatie,2021,Noiembrie,124.62
10 Educatie,2021,Decembrie,124.75
10 Educatie,2022,Ianuarie,125.92
10 Educatie,2022,Februarie,125.92
10 Educatie,2022,Martie,133.52
10 Educatie,2022,Aprilie,133.86
10 Educatie,2022,Mai,134.53
10 Educatie,2022,Iunie,134.53
10 Educatie,2022,Iulie,137.08
10 Educatie,2022,August,137.08
10 Educatie,2022,Septembrie,147.91
10 Educatie,2022,Octombrie,153.24
10 Educatie,2022,Noiembrie,153.52
10 Educatie,2022,Decembrie,153.88
10 Educatie,2023,Ianuarie,157.22
10 Educatie,2023,Februarie,163.36
10 Educatie,2023,Martie,163.36
10 Educatie,2023,Aprilie,163.36
10 Educatie,2023,Mai,163.58
10 Educatie,2023,Iunie,163.58
10 Educatie,2023,Iulie,163.58
10 Educatie,2023,August,164.03
10 Educatie,2023,Septembrie,175.00
10 Educatie,2023,Octombrie,175.00
10 Educatie,2023,Noiembrie,175.84
10 Educatie,2023,Decembrie,175.84
10 Educatie,2024,Ianuarie,176.47
10 Educatie,2024,Februarie,178.76
10 Educatie,2024,Martie,178.76
10 Educatie,2024,Aprilie,180.43
10 Educatie,2024,Mai,180.56
10 Educatie,2024,Iunie,180.56
10 Educatie,2024,Iulie,180.66
10 Educatie,2024,August,180.68
10 Educatie,2024,Septembrie,192.51
10 Educatie,2024,Octombrie,192.51
10 Educatie,2024,Noiembrie,192.42
10 Educatie,2024,Decembrie,192.48
10 Educatie,2025,Ianuarie,196.13
10 Educatie,2025,Februarie,197.51
10 Educatie,2025,Martie,197.87
10 Educatie,2025,Aprilie,197.91
10 Educatie,2025,Mai,198.50
10 Educatie,2025,Iunie,199.42
10 Educatie,2025,Iulie,199.43
10 Educatie,2025,August,199.39
10 Educatie,2025,Septembrie,208.86
10 Educatie,2025,Octombrie,208.91
10 Educatie,2025,Noiembrie,208.89
10 Educatie,2025,Decembrie,208.95
10 Educatie,2026,Ianuarie,212.98
10 Educatie,2026,Februarie,212.98
10 Educatie,2026,Martie,213.09
10 Educatie,2026,Aprilie,213.16
10 Educatie,2026,Mai,214.65
10 Educatie,2026,Iunie,..
10 Educatie,2026,Iulie,..
10 Educatie,2026,August,..
10 Educatie,2026,Septembrie,..
10 Educatie,2026,Octombrie,..
10 Educatie,2026,Noiembrie,..
10 Educatie,2026,Decembrie,..
11 Restaurante si hoteluri,1994,Ianuarie,..
11 Restaurante si hoteluri,1994,Februarie,..
11 Restaurante si hoteluri,1994,Martie,..
11 Restaurante si hoteluri,1994,Aprilie,..
11 Restaurante si hoteluri,1994,Mai,..
11 Restaurante si hoteluri,1994,Iunie,..
11 Restaurante si hoteluri,1994,Iulie,..
11 Restaurante si hoteluri,1994,August,..
11 Restaurante si hoteluri,1994,Septembrie,..
11 Restaurante si hoteluri,1994,Octombrie,..
11 Restaurante si hoteluri,1994,Noiembrie,..
11 Restaurante si hoteluri,1994,Decembrie,..
11 Restaurante si hoteluri,1995,Ianuarie,..
11 Restaurante si hoteluri,1995,Februarie,..
11 Restaurante si hoteluri,1995,Martie,..
11 Restaurante si hoteluri,1995,Aprilie,..
11 Restaurante si hoteluri,1995,Mai,..
11 Restaurante si hoteluri,1995,Iunie,..
11 Restaurante si hoteluri,1995,Iulie,..
11 Restaurante si hoteluri,1995,August,..
11 Restaurante si hoteluri,1995,Septembrie,..
11 Restaurante si hoteluri,1995,Octombrie,..
11 Restaurante si hoteluri,1995,Noiembrie,..
11 Restaurante si hoteluri,1995,Decembrie,..
11 Restaurante si hoteluri,1996,Ianuarie,..
11 Restaurante si hoteluri,1996,Februarie,..
11 Restaurante si hoteluri,1996,Martie,..
11 Restaurante si hoteluri,1996,Aprilie,..
11 Restaurante si hoteluri,1996,Mai,..
11 Restaurante si hoteluri,1996,Iunie,..
11 Restaurante si hoteluri,1996,Iulie,..
11 Restaurante si hoteluri,1996,August,..
11 Restaurante si hoteluri,1996,Septembrie,..
11 Restaurante si hoteluri,1996,Octombrie,..
11 Restaurante si hoteluri,1996,Noiembrie,..
11 Restaurante si hoteluri,1996,Decembrie,..
11 Restaurante si hoteluri,1997,Ianuarie,..
11 Restaurante si hoteluri,1997,Februarie,..
11 Restaurante si hoteluri,1997,Martie,..
11 Restaurante si hoteluri,1997,Aprilie,..
11 Restaurante si hoteluri,1997,Mai,..
11 Restaurante si hoteluri,1997,Iunie,..
11 Restaurante si hoteluri,1997,Iulie,..
11 Restaurante si hoteluri,1997,August,..
11 Restaurante si hoteluri,1997,Septembrie,..
11 Restaurante si hoteluri,1997,Octombrie,..
11 Restaurante si hoteluri,1997,Noiembrie,..
11 Restaurante si hoteluri,1997,Decembrie,..
11 Restaurante si hoteluri,1998,Ianuarie,..
11 Restaurante si hoteluri,1998,Februarie,..
11 Restaurante si hoteluri,1998,Martie,..
11 Restaurante si hoteluri,1998,Aprilie,..
11 Restaurante si hoteluri,1998,Mai,..
11 Restaurante si hoteluri,1998,Iunie,..
11 Restaurante si hoteluri,1998,Iulie,..
11 Restaurante si hoteluri,1998,August,..
11 Restaurante si hoteluri,1998,Septembrie,..
11 Restaurante si hoteluri,1998,Octombrie,..
11 Restaurante si hoteluri,1998,Noiembrie,..
11 Restaurante si hoteluri,1998,Decembrie,..
11 Restaurante si hoteluri,1999,Ianuarie,..
11 Restaurante si hoteluri,1999,Februarie,..
11 Restaurante si hoteluri,1999,Martie,..
11 Restaurante si hoteluri,1999,Aprilie,..
11 Restaurante si hoteluri,1999,Mai,..
11 Restaurante si hoteluri,1999,Iunie,..
11 Restaurante si hoteluri,1999,Iulie,..
11 Restaurante si hoteluri,1999,August,..
11 Restaurante si hoteluri,1999,Septembrie,..
11 Restaurante si hoteluri,1999,Octombrie,..
11 Restaurante si hoteluri,1999,Noiembrie,..
11 Restaurante si hoteluri,1999,Decembrie,..
11 Restaurante si hoteluri,2000,Ianuarie,..
11 Restaurante si hoteluri,2000,Februarie,..
11 Restaurante si hoteluri,2000,Martie,..
11 Restaurante si hoteluri,2000,Aprilie,..
11 Restaurante si hoteluri,2000,Mai,..
11 Restaurante si hoteluri,2000,Iunie,..
11 Restaurante si hoteluri,2000,Iulie,..
11 Restaurante si hoteluri,2000,August,..
11 Restaurante si hoteluri,2000,Septembrie,..
11 Restaurante si hoteluri,2000,Octombrie,..
11 Restaurante si hoteluri,2000,Noiembrie,..
11 Restaurante si hoteluri,2000,Decembrie,..
11 Restaurante si hoteluri,2001,Ianuarie,..
11 Restaurante si hoteluri,2001,Februarie,..
11 Restaurante si hoteluri,2001,Martie,..
11 Restaurante si hoteluri,2001,Aprilie,..
11 Restaurante si hoteluri,2001,Mai,..
11 Restaurante si hoteluri,2001,Iunie,..
11 Restaurante si hoteluri,2001,Iulie,..
11 Restaurante si hoteluri,2001,August,..
11 Restaurante si hoteluri,2001,Septembrie,..
11 Restaurante si hoteluri,2001,Octombrie,..
11 Restaurante si hoteluri,2001,Noiembrie,..
11 Restaurante si hoteluri,2001,Decembrie,..
11 Restaurante si hoteluri,2002,Ianuarie,..
11 Restaurante si hoteluri,2002,Februarie,..
11 Restaurante si hoteluri,2002,Martie,..
11 Restaurante si hoteluri,2002,Aprilie,..
11 Restaurante si hoteluri,2002,Mai,..
11 Restaurante si hoteluri,2002,Iunie,..
11 Restaurante si hoteluri,2002,Iulie,..
11 Restaurante si hoteluri,2002,August,..
11 Restaurante si hoteluri,2002,Septembrie,..
11 Restaurante si hoteluri,2002,Octombrie,..
11 Restaurante si hoteluri,2002,Noiembrie,..
11 Restaurante si hoteluri,2002,Decembrie,..
11 Restaurante si hoteluri,2003,Ianuarie,..
11 Restaurante si hoteluri,2003,Februarie,..
11 Restaurante si hoteluri,2003,Martie,..
11 Restaurante si hoteluri,2003,Aprilie,..
11 Restaurante si hoteluri,2003,Mai,..
11 Restaurante si hoteluri,2003,Iunie,..
11 Restaurante si hoteluri,2003,Iulie,..
11 Restaurante si hoteluri,2003,August,..
11 Restaurante si hoteluri,2003,Septembrie,..
11 Restaurante si hoteluri,2003,Octombrie,..
11 Restaurante si hoteluri,2003,Noiembrie,..
11 Restaurante si hoteluri,2003,Decembrie,..
11 Restaurante si hoteluri,2004,Ianuarie,..
11 Restaurante si hoteluri,2004,Februarie,..
11 Restaurante si hoteluri,2004,Martie,..
11 Restaurante si hoteluri,2004,Aprilie,..
11 Restaurante si hoteluri,2004,Mai,..
11 Restaurante si hoteluri,2004,Iunie,..
11 Restaurante si hoteluri,2004,Iulie,..
11 Restaurante si hoteluri,2004,August,..
11 Restaurante si hoteluri,2004,Septembrie,..
11 Restaurante si hoteluri,2004,Octombrie,..
11 Restaurante si hoteluri,2004,Noiembrie,..
11 Restaurante si hoteluri,2004,Decembrie,..
11 Restaurante si hoteluri,2005,Ianuarie,..
11 Restaurante si hoteluri,2005,Februarie,..
11 Restaurante si hoteluri,2005,Martie,..
11 Restaurante si hoteluri,2005,Aprilie,..
11 Restaurante si hoteluri,2005,Mai,..
11 Restaurante si hoteluri,2005,Iunie,..
11 Restaurante si hoteluri,2005,Iulie,..
11 Restaurante si hoteluri,2005,August,..
11 Restaurante si hoteluri,2005,Septembrie,..
11 Restaurante si hoteluri,2005,Octombrie,..
11 Restaurante si hoteluri,2005,Noiembrie,..
11 Restaurante si hoteluri,2005,Decembrie,..
11 Restaurante si hoteluri,2006,Ianuarie,..
11 Restaurante si hoteluri,2006,Februarie,..
11 Restaurante si hoteluri,2006,Martie,..
11 Restaurante si hoteluri,2006,Aprilie,..
11 Restaurante si hoteluri,2006,Mai,..
11 Restaurante si hoteluri,2006,Iunie,..
11 Restaurante si hoteluri,2006,Iulie,..
11 Restaurante si hoteluri,2006,August,..
11 Restaurante si hoteluri,2006,Septembrie,..
11 Restaurante si hoteluri,2006,Octombrie,..
11 Restaurante si hoteluri,2006,Noiembrie,..
11 Restaurante si hoteluri,2006,Decembrie,..
11 Restaurante si hoteluri,2007,Ianuarie,..
11 Restaurante si hoteluri,2007,Februarie,..
11 Restaurante si hoteluri,2007,Martie,..
11 Restaurante si hoteluri,2007,Aprilie,..
11 Restaurante si hoteluri,2007,Mai,..
11 Restaurante si hoteluri,2007,Iunie,..
11 Restaurante si hoteluri,2007,Iulie,..
11 Restaurante si hoteluri,2007,August,..
11 Restaurante si hoteluri,2007,Septembrie,..
11 Restaurante si hoteluri,2007,Octombrie,..
11 Restaurante si hoteluri,2007,Noiembrie,..
11 Restaurante si hoteluri,2007,Decembrie,..
11 Restaurante si hoteluri,2008,Ianuarie,..
11 Restaurante si hoteluri,2008,Februarie,..
11 Restaurante si hoteluri,2008,Martie,..
11 Restaurante si hoteluri,2008,Aprilie,..
11 Restaurante si hoteluri,2008,Mai,..
11 Restaurante si hoteluri,2008,Iunie,..
11 Restaurante si hoteluri,2008,Iulie,..
11 Restaurante si hoteluri,2008,August,..
11 Restaurante si hoteluri,2008,Septembrie,..
11 Restaurante si hoteluri,2008,Octombrie,..
11 Restaurante si hoteluri,2008,Noiembrie,..
11 Restaurante si hoteluri,2008,Decembrie,..
11 Restaurante si hoteluri,2009,Ianuarie,..
11 Restaurante si hoteluri,2009,Februarie,..
11 Restaurante si hoteluri,2009,Martie,..
11 Restaurante si hoteluri,2009,Aprilie,..
11 Restaurante si hoteluri,2009,Mai,..
11 Restaurante si hoteluri,2009,Iunie,..
11 Restaurante si hoteluri,2009,Iulie,..
11 Restaurante si hoteluri,2009,August,..
11 Restaurante si hoteluri,2009,Septembrie,..
11 Restaurante si hoteluri,2009,Octombrie,..
11 Restaurante si hoteluri,2009,Noiembrie,..
11 Restaurante si hoteluri,2009,Decembrie,..
11 Restaurante si hoteluri,2010,Ianuarie,..
11 Restaurante si hoteluri,2010,Februarie,..
11 Restaurante si hoteluri,2010,Martie,..
11 Restaurante si hoteluri,2010,Aprilie,..
11 Restaurante si hoteluri,2010,Mai,..
11 Restaurante si hoteluri,2010,Iunie,..
11 Restaurante si hoteluri,2010,Iulie,..
11 Restaurante si hoteluri,2010,August,..
11 Restaurante si hoteluri,2010,Septembrie,..
11 Restaurante si hoteluri,2010,Octombrie,..
11 Restaurante si hoteluri,2010,Noiembrie,..
11 Restaurante si hoteluri,2010,Decembrie,..
11 Restaurante si hoteluri,2011,Ianuarie,..
11 Restaurante si hoteluri,2011,Februarie,..
11 Restaurante si hoteluri,2011,Martie,..
11 Restaurante si hoteluri,2011,Aprilie,..
11 Restaurante si hoteluri,2011,Mai,..
11 Restaurante si hoteluri,2011,Iunie,..
11 Restaurante si hoteluri,2011,Iulie,..
11 Restaurante si hoteluri,2011,August,..
11 Restaurante si hoteluri,2011,Septembrie,..
11 Restaurante si hoteluri,2011,Octombrie,..
11 Restaurante si hoteluri,2011,Noiembrie,..
11 Restaurante si hoteluri,2011,Decembrie,..
11 Restaurante si hoteluri,2012,Ianuarie,..
11 Restaurante si hoteluri,2012,Februarie,..
11 Restaurante si hoteluri,2012,Martie,..
11 Restaurante si hoteluri,2012,Aprilie,..
11 Restaurante si hoteluri,2012,Mai,..
11 Restaurante si hoteluri,2012,Iunie,..
11 Restaurante si hoteluri,2012,Iulie,..
11 Restaurante si hoteluri,2012,August,..
11 Restaurante si hoteluri,2012,Septembrie,..
11 Restaurante si hoteluri,2012,Octombrie,..
11 Restaurante si hoteluri,2012,Noiembrie,..
11 Restaurante si hoteluri,2012,Decembrie,..
11 Restaurante si hoteluri,2013,Ianuarie,..
11 Restaurante si hoteluri,2013,Februarie,..
11 Restaurante si hoteluri,2013,Martie,..
11 Restaurante si hoteluri,2013,Aprilie,..
11 Restaurante si hoteluri,2013,Mai,..
11 Restaurante si hoteluri,2013,Iunie,..
11 Restaurante si hoteluri,2013,Iulie,..
11 Restaurante si hoteluri,2013,August,..
11 Restaurante si hoteluri,2013,Septembrie,..
11 Restaurante si hoteluri,2013,Octombrie,..
11 Restaurante si hoteluri,2013,Noiembrie,..
11 Restaurante si hoteluri,2013,Decembrie,..
11 Restaurante si hoteluri,2014,Ianuarie,..
11 Restaurante si hoteluri,2014,Februarie,..
11 Restaurante si hoteluri,2014,Martie,..
11 Restaurante si hoteluri,2014,Aprilie,..
11 Restaurante si hoteluri,2014,Mai,..
11 Restaurante si hoteluri,2014,Iunie,..
11 Restaurante si hoteluri,2014,Iulie,..
11 Restaurante si hoteluri,2014,August,..
11 Restaurante si hoteluri,2014,Septembrie,..
11 Restaurante si hoteluri,2014,Octombrie,..
11 Restaurante si hoteluri,2014,Noiembrie,..
11 Restaurante si hoteluri,2014,Decembrie,..
11 Restaurante si hoteluri,2015,Ianuarie,95.25
11 Restaurante si hoteluri,2015,Februarie,96.20
11 Restaurante si hoteluri,2015,Martie,96.62
11 Restaurante si hoteluri,2015,Aprilie,97.05
11 Restaurante si hoteluri,2015,Mai,98.19
11 Restaurante si hoteluri,2015,Iunie,98.90
11 Restaurante si hoteluri,2015,Iulie,99.91
11 Restaurante si hoteluri,2015,August,101.23
11 Restaurante si hoteluri,2015,Septembrie,102.64
11 Restaurante si hoteluri,2015,Octombrie,104.45
11 Restaurante si hoteluri,2015,Noiembrie,104.46
11 Restaurante si hoteluri,2015,Decembrie,105.10
11 Restaurante si hoteluri,2016,Ianuarie,105.65
11 Restaurante si hoteluri,2016,Februarie,106.88
11 Restaurante si hoteluri,2016,Martie,107.96
11 Restaurante si hoteluri,2016,Aprilie,108.18
11 Restaurante si hoteluri,2016,Mai,108.35
11 Restaurante si hoteluri,2016,Iunie,108.43
11 Restaurante si hoteluri,2016,Iulie,108.51
11 Restaurante si hoteluri,2016,August,109.43
11 Restaurante si hoteluri,2016,Septembrie,109.70
11 Restaurante si hoteluri,2016,Octombrie,109.78
11 Restaurante si hoteluri,2016,Noiembrie,109.92
11 Restaurante si hoteluri,2016,Decembrie,110.02
11 Restaurante si hoteluri,2017,Ianuarie,110.98
11 Restaurante si hoteluri,2017,Februarie,111.24
11 Restaurante si hoteluri,2017,Martie,111.68
11 Restaurante si hoteluri,2017,Aprilie,111.76
11 Restaurante si hoteluri,2017,Mai,111.86
11 Restaurante si hoteluri,2017,Iunie,112.11
11 Restaurante si hoteluri,2017,Iulie,112.77
11 Restaurante si hoteluri,2017,August,112.87
11 Restaurante si hoteluri,2017,Septembrie,115.25
11 Restaurante si hoteluri,2017,Octombrie,115.71
11 Restaurante si hoteluri,2017,Noiembrie,116.05
11 Restaurante si hoteluri,2017,Decembrie,116.37
11 Restaurante si hoteluri,2018,Ianuarie,116.82
11 Restaurante si hoteluri,2018,Februarie,116.74
11 Restaurante si hoteluri,2018,Martie,116.70
11 Restaurante si hoteluri,2018,Aprilie,116.80
11 Restaurante si hoteluri,2018,Mai,117.20
11 Restaurante si hoteluri,2018,Iunie,117.44
11 Restaurante si hoteluri,2018,Iulie,117.42
11 Restaurante si hoteluri,2018,August,117.20
11 Restaurante si hoteluri,2018,Septembrie,117.58
11 Restaurante si hoteluri,2018,Octombrie,118.09
11 Restaurante si hoteluri,2018,Noiembrie,118.39
11 Restaurante si hoteluri,2018,Decembrie,118.56
11 Restaurante si hoteluri,2019,Ianuarie,118.68
11 Restaurante si hoteluri,2019,Februarie,118.69
11 Restaurante si hoteluri,2019,Martie,118.80
